dataM1,dataM2,dataM3
0,0,13.5
-0,0,13.5833333333333
-0,0,13.6666666666667
-0,0,13.75
-0,0,13.8333333333333
-0,-0,13.9166666666667
-0,-0,14
-0,-0,14.0833333333333
-0,-0,14.1666666666667
-0,-0,14.25
0,-0,14.3333333333333
0,-0,14.4166666666667
0,-0,14.5
0,-0,14.5833333333333
0,0,14.6666666666667
0,0,14.75
0,0,14.8333333333333
0,0,14.9166666666667
0,0,15
-0,0,15.0833333333333
-0,0,15.1666666666667
-0,0,15.25
-0,0,15.3333333333333
-0,-0,15.4166666666667
-0,-0,15.5
-0,-0,15.5833333333333
-0,-0,15.6666666666667
0,-0,15.75
0,-0,15.8333333333333
0,-0,15.9166666666667
0,-0,16
0,-0,16.0833333333333
0,0,16.1666666666667
0,0,16.25
0,0,16.3333333333333
0,0,16.4166666666667
0,0,16.5
-0,0,16.5833333333333
-0,0,16.6666666666667
-0,0,16.75
-0,0,16.8333333333333
-0,-0,16.9166666666667
-0,-0,17
-0,-0,17.0833333333333
-0,-0,17.1666666666667
0,-0,17.25
0,-0,17.3333333333333
0,-0,17.4166666666667
0,-0,17.5
0,-0,17.5833333333333
0,0,17.6666666666667
0,0,17.75
0,0,17.8333333333333
0,0,17.9166666666667
0,0,18
-0,0,18.0833333333333
-0,0,18.1666666666667
-0,0,18.25
-0,0,18.3333333333333
-0,-0,18.4166666666667
-0,-0,18.5
-0,-0,18.5833333333333
-0,-0,18.6666666666667
0,-0,18.75
0,-0,18.8333333333333
0,-0,18.9166666666667
0,-0,19
0,-0,19.0833333333333
0,0,19.1666666666667
0,0,19.25
0,0,19.3333333333333
0,0,19.4166666666667
-0,0,19.5
-0,0,19.5833333333333
-0,0,19.6666666666667
-0,0,19.75
-0,0,19.8333333333333
-0,-0,19.9166666666667
-0,-0,20
-0,-0,20.0833333333333
-0,-0,20.1666666666667
-0,-0,20.25
0,-0,20.3333333333333
0,-0,20.4166666666667
0,-0,20.5
0,-0,20.5833333333333
0,0,20.6666666666667
0,0,20.75
0,0,20.8333333333333
0,0,20.9166666666667
0,0,21
-0,0,21.0833333333333
-0,0,21.1666666666667
-0,0,21.25
-0,0,21.3333333333333
-0,-0,21.4166666666667
-0,-0,21.5
-0,-0,21.5833333333333
-0,-0,21.6666666666667
0,-0,21.75
0,-0,21.8333333333333
0,-0,21.9166666666667
0,-0,22
0,-0,22.0833333333333
0,0,22.1666666666667
0,0,22.25
0,0,22.3333333333333
0,0,22.4166666666667
0,0,22.5
-0,0,22.5833333333333
-0,0,22.6666666666667
-0,0,22.75
-0,0,22.8333333333333
-0,-0,22.9166666666667
-0,-0,23
-0,-0,23.0833333333333
-0,-0,23.1666666666667
-0,-0,23.25
0,-0,23.3333333333333
0,-0,23.4166666666667
0,-0,23.5
0,-0,23.5833333333333
0,0,23.6666666666667
0,0,23.75
0,0,23.8333333333333
0,0,23.9166666666667
0,0,24
-0,0,24.0833333333333
-0,0,24.1666666666667
-0,0,24.25
-0,0,24.3333333333333
-0,-0,24.4166666666667
-0,-0,24.5
-0,-0,24.5833333333333
-0,-0,24.6666666666667
-0,-0,24.75
0,-0,24.8333333333333
0,-0,24.9166666666667
0,-0,25
0,-0,25.0833333333333
0,0,25.1666666666667
0,0,25.25
0,0,25.3333333333333
0,0,25.4166666666667
-0,0,25.5
-0,0,25.5833333333333
-0,0,25.6666666666667
-0,0,25.75
-0,0,25.8333333333333
-0,-0,25.9166666666667
-0,-0,26
-0,-0,26.0833333333333
-0,-0,26.1666666666667
-0,-0,26.25
0,-0,26.3333333333333
0,-0,26.4166666666667
0,-0,26.5
0,-0,26.5833333333333
0,0,26.6666666666667
0,0,26.75
0,0,26.8333333333333
0,0,26.9166666666667
0,0,27
-0,0,27.0833333333333
-0,0,27.1666666666667
-0,0,27.25
-0,0,27.3333333333333
-0,-0,27.4166666666667
-0,-0,27.5
-0,-0,27.5833333333333
-0,-0,27.6666666666667
-0,-0,27.75
0,-0,27.8333333333333
0,-0,27.9166666666667
0,-0,28
0,-0,28.0833333333333
0,0,28.1666666666667
0,0,28.25
0,0,28.3333333333333
0,0,28.4166666666667
0,0,28.5
-0,0,28.5833333333333
-0,0,28.6666666666667
-0,0,28.75
-0,0,28.8333333333333
-0,-0,28.9166666666667
-0,-0,29
-0,-0,29.0833333333333
-0,-0,29.1666666666667
-0,-0,29.25
0,-0,29.3333333333333
0,-0,29.4166666666667
0,-0,29.5
0,-0,29.5833333333333
0,0,29.6666666666667
0,0,29.75
0,0,29.8333333333333
0,0,29.9166666666667
0,0,30
-0,0,0
-0,0,0.0277777777777778
-0,0,0.0555555555555556
-0,0,0.0833333333333333
-0,0,0.111111111111111
-0,-0,0.138888888888889
-0,-0,0.166666666666667
-0,-0,0.194444444444444
-0,-0,0.222222222222222
-0,-0,0.25
0,-0,0.277777777777778
0,-0,0.305555555555556
0,-0,0.333333333333333
0,-0,0.361111111111111
0,0,0.388888888888889
0,0,0.416666666666667
0,0,0.444444444444444
0,0,0.472222222222222
0,0,0.5
-0,0,0.527777777777778
-0,0,0.555555555555556
-0,0,0.583333333333333
-0,0,0.611111111111111
-0,-0,0.638888888888889
-0,-0,0.666666666666667
-0,-0,0.694444444444444
-0,-0,0.722222222222222
-0,-0,0.75
0,-0,0.777777777777778
0,-0,0.805555555555555
0,-0,0.833333333333333
0,-0,0.861111111111111
0,0,0.888888888888889
0,0,0.916666666666667
0,0,0.944444444444444
0,0,0.972222222222222
0,0,1
-0,0,1.02777777777778
-0,0,1.05555555555556
-0,0,1.08333333333333
-0,0,1.11111111111111
-0,-0,1.13888888888889
-0,-0,1.16666666666667
-0,-0,1.19444444444444
-0,-0,1.22222222222222
-0,-0,1.25
0,-0,1.27777777777778
0,-0,1.30555555555556
0,-0,1.33333333333333
0,-0,1.36111111111111
0,0,1.38888888888889
0,0,1.41666666666667
0,0,1.44444444444444
0,0,1.47222222222222
0,0,1.5
-0,0,1.52777777777778
-0,0,1.55555555555556
-0,0,1.58333333333333
-0,0,1.61111111111111
-0,-0,1.63888888888889
-0,-0,1.66666666666667
-0,-0,1.69444444444444
-0,-0,1.72222222222222
-0,-0,1.75
0,-0,1.77777777777778
0,-0,1.80555555555556
0,-0,1.83333333333333
0,-0,1.86111111111111
0,0,1.88888888888889
0,0,1.91666666666667
0,0,1.94444444444444
0,0,1.97222222222222
0,0,2
-0,0,2.02777777777778
-0,0,2.05555555555556
-0,0,2.08333333333333
-0,0,2.11111111111111
-0,-0,2.13888888888889
-0,-0,2.16666666666667
-0,-0,2.19444444444444
-0,-0,2.22222222222222
-0,-0,2.25
0,-0,2.27777777777778
0,-0,2.30555555555556
0,-0,2.33333333333333
0,-0,2.36111111111111
0,0,2.38888888888889
0,0,2.41666666666667
0,0,2.44444444444444
0,0,2.47222222222222
0,0,2.5
-0,0,2.52777777777778
-0,0,2.55555555555556
-0,0,2.58333333333333
-0,0,2.61111111111111
-0,-0,2.63888888888889
-0,-0,2.66666666666667
-0,-0,2.69444444444444
-0,-0,2.72222222222222
-0,-0,2.75
0,-0,2.77777777777778
0,-0,2.80555555555556
0,-0,2.83333333333333
0,-0,2.86111111111111
0,0,2.88888888888889
0,0,2.91666666666667
0,0,2.94444444444444
0,0,2.97222222222222
0,0,3
-0,0,3.02777777777778
-0,0,3.05555555555556
-0,0,3.08333333333333
-0,0,3.11111111111111
-0,-0,3.13888888888889
-0,-0,3.16666666666667
-0,-0,3.19444444444444
-0,-0,3.22222222222222
-0,-0,3.25
0,-0,3.27777777777778
0,-0,3.30555555555556
0,-0,3.33333333333333
0,-0,3.36111111111111
0,0,3.38888888888889
0,0,3.41666666666667
0,0,3.44444444444444
0,0,3.47222222222222
0,0,3.5
-0,0,3.52777777777778
-0,0,3.55555555555556
-0,0,3.58333333333333
-0,0,3.61111111111111
-0,-0,3.63888888888889
-0,-0,3.66666666666667
-0,-0,3.69444444444444
-0,-0,3.72222222222222
-0,-0,3.75
0,-0,3.77777777777778
0,-0,3.80555555555556
0,-0,3.83333333333333
0,-0,3.86111111111111
0,0,3.88888888888889
0,0,3.91666666666667
0,0,3.94444444444444
0,0,3.97222222222222
0,0,4
-0,0,4.02777777777778
-0,0,4.05555555555556
-0,0,4.08333333333333
-0,0,4.11111111111111
-0,-0,4.13888888888889
-0,-0,4.16666666666667
-0,-0,4.19444444444444
-0,-0,4.22222222222222
-0,-0,4.25
0,-0,4.27777777777778
0,-0,4.30555555555556
0,-0,4.33333333333333
0,-0,4.36111111111111
0,0,4.38888888888889
0,0,4.41666666666667
0,0,4.44444444444444
0,0,4.47222222222222
0,0,4.5
-0,0,4.52777777777778
-0,0,4.55555555555556
-0,0,4.58333333333333
-0,0,4.61111111111111
-0,-0,4.63888888888889
-0,-0,4.66666666666667
-0,-0,4.69444444444444
-0,-0,4.72222222222222
-0,-0,4.75
0,-0,4.77777777777778
0,-0,4.80555555555556
0,-0,4.83333333333333
0,-0,4.86111111111111
0,0,4.88888888888889
0,0,4.91666666666667
0,0,4.94444444444444
0,0,4.97222222222222
0,0,5
-0,0,5.02777777777778
-0,0,5.05555555555556
-0,0,5.08333333333333
-0,0,5.11111111111111
-0,-0,5.13888888888889
-0,-0,5.16666666666667
-0,-0,5.19444444444444
-0,-0,5.22222222222222
0,-0,5.25
0,-0,5.27777777777778
0,-0,5.30555555555556
0,-0,5.33333333333333
0,-0,5.36111111111111
0,0,5.38888888888889
0,0,5.41666666666667
0,0,5.44444444444444
0,0,5.47222222222222
0,0,5.5
-0,0,5.52777777777778
-0,0,5.55555555555556
-0,0,5.58333333333333
-0,0,5.61111111111111
-0,-0,5.63888888888889
-0,-0,5.66666666666667
-0,-0,5.69444444444444
-0,-0,5.72222222222222
0,-0,5.75
0,-0,5.77777777777778
0,-0,5.80555555555555
0,-0,5.83333333333333
0,-0,5.86111111111111
0,0,5.88888888888889
0,0,5.91666666666667
0,0,5.94444444444444
0,0,5.97222222222222
0,0,6
-0,0,6.02777777777778
-0,0,6.05555555555556
-0,0,6.08333333333333
-0,0,6.11111111111111
-0,-0,6.13888888888889
-0,-0,6.16666666666667
-0,-0,6.19444444444444
-0,-0,6.22222222222222
0,-0,6.25
0,-0,6.27777777777778
0,-0,6.30555555555556
0,-0,6.33333333333333
0,-0,6.36111111111111
0,0,6.38888888888889
0,0,6.41666666666667
0,0,6.44444444444444
0,0,6.47222222222222
-0,0,6.5
-0,0,6.52777777777778
-0,0,6.55555555555556
-0,0,6.58333333333333
-0,0,6.61111111111111
-0,-0,6.63888888888889
-0,-0,6.66666666666667
-0,-0,6.69444444444444
-0,-0,6.72222222222222
-0,-0,6.75
0,-0,6.77777777777778
0,-0,6.80555555555556
0,-0,6.83333333333333
0,-0,6.86111111111111
0,0,6.88888888888889
0,0,6.91666666666667
0,0,6.94444444444444
0,0,6.97222222222222
0,0,7
-0,0,7.02777777777778
-0,0,7.05555555555556
-0,0,7.08333333333333
-0,0,7.11111111111111
-0,-0,7.13888888888889
-0,-0,7.16666666666667
-0,-0,7.19444444444444
-0,-0,7.22222222222222
0,-0,7.25
0,-0,7.27777777777778
0,-0,7.30555555555556
0,-0,7.33333333333333
0,-0,7.36111111111111
0,0,7.38888888888889
0,0,7.41666666666667
0,0,7.44444444444445
0,0,7.47222222222222
0,0,7.5
-0,0,7.52777777777778
-0,0,7.55555555555556
-0,0,7.58333333333333
-0,0,7.61111111111111
-0,-0,7.63888888888889
-0,-0,7.66666666666667
-0,-0,7.69444444444444
-0,-0,7.72222222222222
-0,-0,7.75
0,-0,7.77777777777778
0,-0,7.80555555555556
0,-0,7.83333333333333
0,-0,7.86111111111111
0,0,7.88888888888889
0,0,7.91666666666667
0,0,7.94444444444444
0,0,7.97222222222222
0,0,8
-0,0,8.02777777777778
-0,0,8.05555555555556
-0,0,8.08333333333333
-0,0,8.11111111111111
-0,-0,8.13888888888889
-0,-0,8.16666666666667
-0,-0,8.19444444444444
-0,-0,8.22222222222222
-0,-0,8.25
0,-0,8.27777777777778
0,-0,8.30555555555556
0,-0,8.33333333333333
0,-0,8.36111111111111
0,0,8.38888888888889
0,0,8.41666666666667
0,0,8.44444444444444
0,0,8.47222222222222
-0,0,8.5
-0,0,8.52777777777778
-0,0,8.55555555555556
-0,0,8.58333333333333
-0,0,8.61111111111111
-0,-0,8.63888888888889
-0,-0,8.66666666666667
-0,-0,8.69444444444444
-0,-0,8.72222222222222
-0,-0,8.75
0,-0,8.77777777777778
0,-0,8.80555555555556
0,-0,8.83333333333333
0,-0,8.86111111111111
0,0,8.88888888888889
0,0,8.91666666666667
0,0,8.94444444444444
0,0,8.97222222222222
0,0,9
-0,0,9.02777777777778
-0,0,9.05555555555556
-0,0,9.08333333333333
-0,0,9.11111111111111
-0,-0,9.13888888888889
-0,-0,9.16666666666667
-0,-0,9.19444444444444
-0,-0,9.22222222222222
-0,-0,9.25
0,-0,9.27777777777778
0,-0,9.30555555555556
0,-0,9.33333333333333
0,-0,9.36111111111111
0,0,9.38888888888889
0,0,9.41666666666667
0,0,9.44444444444444
0,0,9.47222222222222
0,0,9.5
-0,0,9.52777777777778
-0,0,9.55555555555556
-0,0,9.58333333333333
-0,0,9.61111111111111
-0,-0,9.63888888888889
-0,-0,9.66666666666667
-0,-0,9.69444444444444
-0,-0,9.72222222222222
-0,-0,9.75
0,-0,9.77777777777778
0,-0,9.80555555555556
0,-0,9.83333333333333
0,-0,9.86111111111111
0,0,9.88888888888889
0,0,9.91666666666667
0,0,9.94444444444444
0,0,9.97222222222222
0,0,10
-0,10,0
-3.42020143325669,9.39692620785909,0.0555555555555556
-6.42787609686539,7.66044443118978,0.111111111111111
-8.66025403784439,5,0.166666666666667
-9.84807753012208,1.7364817766693,0.222222222222222
-9.84807753012208,-1.7364817766693,0.277777777777778
-8.66025403784439,-5,0.333333333333333
-6.4278760968654,-7.66044443118978,0.388888888888889
-3.42020143325669,-9.39692620785908,0.444444444444444
-1.22464679914735e-15,-10,0.5
3.42020143325669,-9.39692620785909,0.555555555555556
6.42787609686539,-7.66044443118978,0.611111111111111
8.66025403784439,-5,0.666666666666667
9.84807753012208,-1.7364817766693,0.722222222222222
9.84807753012208,1.7364817766693,0.777777777777778
8.66025403784439,5,0.833333333333333
6.4278760968654,7.66044443118978,0.888888888888889
3.42020143325669,9.39692620785908,0.944444444444444
2.44929359829471e-15,10,1
-3.42020143325668,9.39692620785909,1.05555555555556
-6.42787609686539,7.66044443118978,1.11111111111111
-8.66025403784438,5.00000000000001,1.16666666666667
-9.84807753012208,1.7364817766693,1.22222222222222
-9.84807753012208,-1.7364817766693,1.27777777777778
-8.66025403784439,-4.99999999999999,1.33333333333333
-6.4278760968654,-7.66044443118977,1.38888888888889
-3.42020143325669,-9.39692620785909,1.44444444444444
-3.67394039744206e-15,-10,1.5
3.42020143325668,-9.39692620785909,1.55555555555556
6.42787609686538,-7.66044443118979,1.61111111111111
8.66025403784439,-5,1.66666666666667
9.84807753012208,-1.73648177666931,1.72222222222222
9.84807753012208,1.7364817766693,1.77777777777778
8.66025403784439,4.99999999999999,1.83333333333333
6.4278760968654,7.66044443118977,1.88888888888889
3.42020143325669,9.39692620785908,1.94444444444444
4.89858719658941e-15,10,2
-3.42020143325668,9.39692620785909,2.05555555555556
-6.42787609686538,7.66044443118979,2.11111111111111
-8.66025403784439,5,2.16666666666667
-9.84807753012208,1.73648177666931,2.22222222222222
-9.84807753012208,-1.7364817766693,2.27777777777778
-8.66025403784439,-4.99999999999999,2.33333333333333
-6.42787609686541,-7.66044443118977,2.38888888888889
-3.42020143325669,-9.39692620785908,2.44444444444444
-6.12323399573677e-15,-10,2.5
3.42020143325668,-9.39692620785909,2.55555555555556
6.42787609686538,-7.66044443118979,2.61111111111111
8.66025403784438,-5.00000000000002,2.66666666666667
9.84807753012208,-1.73648177666933,2.72222222222222
9.84807753012209,1.73648177666928,2.77777777777778
8.66025403784438,5,2.83333333333333
6.42787609686539,7.66044443118978,2.88888888888889
3.42020143325669,9.39692620785908,2.94444444444444
7.34788079488412e-15,10,3
-3.42020143325668,9.39692620785909,3.05555555555556
-6.42787609686538,7.66044443118979,3.11111111111111
-8.66025403784438,5.00000000000002,3.16666666666667
-9.84807753012208,1.73648177666933,3.22222222222222
-9.84807753012209,-1.73648177666928,3.27777777777778
-8.66025403784439,-5,3.33333333333333
-6.42787609686539,-7.66044443118978,3.38888888888889
-3.42020143325669,-9.39692620785908,3.44444444444444
-8.57252759403147e-15,-10,3.5
3.42020143325668,-9.39692620785909,3.55555555555556
6.42787609686538,-7.66044443118979,3.61111111111111
8.66025403784438,-5.00000000000002,3.66666666666667
9.84807753012208,-1.73648177666933,3.72222222222222
9.84807753012209,1.73648177666928,3.77777777777778
8.66025403784439,5,3.83333333333333
6.4278760968654,7.66044443118978,3.88888888888889
3.42020143325669,9.39692620785908,3.94444444444444
9.79717439317883e-15,10,4
-3.42020143325667,9.39692620785909,4.05555555555556
-6.42787609686538,7.66044443118979,4.11111111111111
-8.66025403784437,5.00000000000002,4.16666666666667
-9.84807753012208,1.73648177666933,4.22222222222222
-9.84807753012209,-1.73648177666927,4.27777777777778
-8.66025403784439,-5,4.33333333333333
-6.4278760968654,-7.66044443118978,4.38888888888889
-3.42020143325669,-9.39692620785908,4.44444444444444
-1.10218211923262e-14,-10,4.5
3.42020143325667,-9.39692620785909,4.55555555555556
6.42787609686538,-7.66044443118979,4.61111111111111
8.66025403784437,-5.00000000000002,4.66666666666667
9.84807753012208,-1.73648177666933,4.72222222222222
9.84807753012209,1.73648177666927,4.77777777777778
8.66025403784439,5,4.83333333333333
6.4278760968654,7.66044443118978,4.88888888888889
3.4202014332567,9.39692620785908,4.94444444444444
1.22464679914735e-14,10,5
-3.42020143325667,9.39692620785909,5.05555555555556
-6.42787609686538,7.66044443118979,5.11111111111111
-8.66025403784437,5.00000000000002,5.16666666666667
-9.84807753012208,1.73648177666933,5.22222222222222
-9.84807753012209,-1.73648177666927,5.27777777777778
-8.66025403784441,-4.99999999999997,5.33333333333333
-6.42787609686542,-7.66044443118975,5.38888888888889
-3.42020143325673,-9.39692620785907,5.44444444444444
-4.89982515786259e-14,-10,5.5
3.42020143325664,-9.3969262078591,5.55555555555555
6.4278760968654,-7.66044443118977,5.61111111111111
8.66025403784439,-4.99999999999999,5.66666666666667
9.84807753012208,-1.7364817766693,5.72222222222222
9.84807753012208,1.73648177666931,5.77777777777778
8.66025403784439,5,5.83333333333333
6.4278760968654,7.66044443118978,5.88888888888889
3.4202014332567,9.39692620785908,5.94444444444444
1.46957615897682e-14,10,6
-3.42020143325667,9.39692620785909,6.05555555555556
-6.42787609686538,7.6604444311898,6.11111111111111
-8.66025403784437,5.00000000000002,6.16666666666667
-9.84807753012207,1.73648177666933,6.22222222222222
-9.84807753012209,-1.73648177666927,6.27777777777778
-8.66025403784441,-4.99999999999997,6.33333333333333
-6.42787609686543,-7.66044443118975,6.38888888888889
-3.42020143325673,-9.39692620785907,6.44444444444444
-5.14475451769206e-14,-10,6.5
3.42020143325664,-9.3969262078591,6.55555555555556
6.4278760968654,-7.66044443118977,6.61111111111111
8.66025403784439,-4.99999999999999,6.66666666666667
9.84807753012208,-1.7364817766693,6.72222222222222
9.84807753012208,1.7364817766693,6.77777777777778
8.66025403784439,5,6.83333333333333
6.4278760968654,7.66044443118977,6.88888888888889
3.4202014332567,9.39692620785908,6.94444444444444
1.71450551880629e-14,10,7
-3.42020143325667,9.39692620785909,7.05555555555556
-6.42787609686537,7.6604444311898,7.11111111111111
-8.66025403784437,5.00000000000003,7.16666666666667
-9.84807753012207,1.73648177666934,7.22222222222222
-9.84807753012209,-1.73648177666927,7.27777777777778
-8.66025403784441,-4.99999999999996,7.33333333333333
-6.42787609686543,-7.66044443118975,7.38888888888889
-3.42020143325673,-9.39692620785907,7.44444444444444
-5.38968387752153e-14,-10,7.5
3.42020143325663,-9.3969262078591,7.55555555555556
6.42787609686535,-7.66044443118982,7.61111111111111
8.66025403784439,-5,7.66666666666667
9.84807753012208,-1.7364817766693,7.72222222222222
9.84807753012208,1.7364817766693,7.77777777777778
8.66025403784439,4.99999999999999,7.83333333333333
6.4278760968654,7.66044443118977,7.88888888888889
3.4202014332567,9.39692620785908,7.94444444444444
1.95943487863577e-14,10,8
-3.42020143325666,9.39692620785909,8.05555555555556
-6.42787609686537,7.6604444311898,8.11111111111111
-8.66025403784437,5.00000000000003,8.16666666666667
-9.84807753012207,1.73648177666934,8.22222222222222
-9.84807753012209,-1.73648177666926,8.27777777777778
-8.66025403784441,-4.99999999999996,8.33333333333333
-6.42787609686543,-7.66044443118975,8.38888888888889
-3.42020143325674,-9.39692620785907,8.44444444444444
-5.634613237351e-14,-10,8.5
3.42020143325663,-9.3969262078591,8.55555555555556
6.42787609686534,-7.66044443118982,8.61111111111111
8.66025403784439,-5,8.66666666666667
9.84807753012208,-1.73648177666931,8.72222222222222
9.84807753012208,1.7364817766693,8.77777777777778
8.66025403784439,4.99999999999999,8.83333333333333
6.4278760968654,7.66044443118977,8.88888888888889
3.4202014332567,9.39692620785908,8.94444444444444
2.20436423846524e-14,10,9
-3.42020143325666,9.39692620785909,9.05555555555556
-6.42787609686537,7.6604444311898,9.11111111111111
-8.66025403784437,5.00000000000003,9.16666666666667
-9.84807753012207,1.73648177666934,9.22222222222222
-9.84807753012209,-1.73648177666926,9.27777777777778
-8.66025403784441,-4.99999999999996,9.33333333333333
-6.42787609686543,-7.66044443118975,9.38888888888889
-3.42020143325674,-9.39692620785907,9.44444444444444
-5.87954259718047e-14,-10,9.5
3.42020143325663,-9.3969262078591,9.55555555555556
6.42787609686534,-7.66044443118982,9.61111111111111
8.66025403784439,-5,9.66666666666667
9.84807753012208,-1.73648177666931,9.72222222222222
9.84807753012208,1.7364817766693,9.77777777777778
8.66025403784439,4.99999999999999,9.83333333333333
6.42787609686541,7.66044443118977,9.88888888888889
3.42020143325671,9.39692620785908,9.94444444444444
2.44929359829471e-14,10,10
-3.42020143325666,9.39692620785909,10.0555555555556
-6.42787609686537,7.6604444311898,10.1111111111111
-8.66025403784437,5.00000000000003,10.1666666666667
-9.84807753012207,1.73648177666934,10.2222222222222
-9.84807753012208,-1.73648177666933,10.2777777777778
-8.66025403784441,-4.99999999999996,10.3333333333333
-6.42787609686538,-7.66044443118979,10.3888888888889
-3.42020143325661,-9.39692620785911,10.4444444444444
9.80955400591059e-15,-10,10.5
3.42020143325663,-9.39692620785911,10.5555555555556
6.4278760968654,-7.66044443118978,10.6111111111111
8.66025403784442,-4.99999999999994,10.6666666666667
9.84807753012208,-1.73648177666931,10.7222222222222
9.84807753012209,1.73648177666922,10.7777777777778
8.66025403784439,4.99999999999999,10.8333333333333
6.42787609686535,7.66044443118981,10.8888888888889
3.42020143325671,9.39692620785908,10.9444444444444
9.79965031572518e-14,10,11
-3.42020143325666,9.39692620785909,11.0555555555556
-6.42787609686542,7.66044443118976,11.1111111111111
-8.66025403784437,5.00000000000003,11.1666666666667
-9.84807753012206,1.73648177666942,11.2222222222222
-9.84807753012209,-1.73648177666926,11.2777777777778
-8.66025403784438,-5.00000000000002,11.3333333333333
-6.42787609686544,-7.66044443118974,11.3888888888889
-3.42020143325668,-9.39692620785909,11.4444444444444
7.84145339836259e-14,-10,11.5
3.42020143325669,-9.39692620785908,11.5555555555556
6.42787609686534,-7.66044443118983,11.6111111111111
8.66025403784438,-5,11.6666666666667
9.84807753012209,-1.73648177666924,11.7222222222222
9.84807753012208,1.73648177666929,11.7777777777778
8.66025403784443,4.99999999999992,11.8333333333333
6.42787609686541,7.66044443118977,11.8888888888889
3.42020143325664,9.3969262078591,11.9444444444444
2.93915231795365e-14,10,12
-3.42020143325659,9.39692620785912,12.0555555555556
-6.42787609686536,7.6604444311898,12.1111111111111
-8.6602540378444,4.99999999999997,12.1666666666667
-9.84807753012207,1.73648177666935,12.2222222222222
-9.8480775301221,-1.73648177666918,12.2777777777778
-8.66025403784441,-4.99999999999995,12.3333333333333
-6.42787609686538,-7.66044443118979,12.3888888888889
-3.42020143325675,-9.39692620785906,12.4444444444444
